ME	event	geneName	geneID	chrom	strand	upIntStart	upIntEnd	dnIntStart	dnIntEnd	lengthDiff	mes3	mes5	conservation	neural_high_pred
chr9_+_34459161_34459184	putative_microexon_001273184	DNAI1	ENSG00000122735	chr9	+	34459054	34459161	34459185	34485141	23	6.899395918633335	10.645794460185435	0.03074345548200806	0.13206398
chr22_-_45225941_45225945	putative_microexon_001275108	KIAA0930	ENSG00000100364	chr22	-	45225946	45240639	45212108	45225941	4	1.7510570141940394	6.915201667172068	0.030609195749543006	0.00078766263
chr2_-_27663323_27663328	putative_microexon_001248545	SUPT7L	ENSG00000119760	chr2	-	27663329	27663514	27662282	27663323	5	3.107925948400519	6.595796224915796	0.03256321840065842	0.0014092046
chr2_+_84702937_84702941	putative_microexon_001249081	DNAH6	ENSG00000115423	chr2	+	84701340	84702937	84702942	84703394	4	4.619292464716395	6.221602116644506	0.03252298867827731	0.00046035854
chr16_-_30012126_30012146	putative_microexon_001249179	DOC2A	ENSG00000149927	chr16	-	30012147	30013466	30010027	30012126	20	2.5175848546191415	8.731178572586156	0.03251595770323431	0.0012671008
chr1_+_28675959_28675962	putative_microexon_001250413	GMEB1	ENSG00000162419	chr1	+	28668840	28675959	28675963	28683585	3	2.1031080537265217	6.803731311693258	0.032425287310783375	0.00029136313
chr2_-_110574431_110574434	putative_microexon_001891210	RGPD6	ENSG00000183054	chr2	-	110574435	110576952	110569722	110574431	3	2.833954872838412	8.88432800376615	nan	0.0004876695
chr3_+_196720347_196720364	putative_microexon_000459612	PIGX	ENSG00000163964	chr3	+	196716922	196720347	196720365	196722414	17	3.9686920245705997	8.336616087936834	0.15844864850687618	0.0027938094
chr8_-_42522863_42522867	putative_microexon_000460122	SLC20A2	ENSG00000168575	chr8	-	42522868	42541820	42472655	42522863	4	4.564840056750413	6.344666750486235	0.1582873567916057	0.00048633097
chr12_+_4814778_4814783	putative_microexon_001957362	GALNT8	ENSG00000130035	chr12	+	4765547	4814778	4814784	4850737	5	9.063085167731957	9.651496705972724	0.09305172409773965	0.0013717859
chr4_-_185721459_185721463	putative_microexon_001835559	SORBS2	ENSG00000154556	chr4	-	185721464	185956195	185678823	185721459	4	5.45342929445566	8.755296331311895	0.0030632184339344673	0.00012944518
chr11_+_120426584_120426588	putative_microexon_001237900	ARHGEF12	ENSG00000196914	chr11	+	120424416	120426584	120426589	120428068	4	1.3527684885274092	5.263195666054024	0.03337931040080328	0.0001518289
chr9_+_33549814_33549818	putative_microexon_001238201	ANKRD18B	ENSG00000230453	chr9	+	33548856	33549814	33549819	33550429	4	0.13921540876781616	7.514162952634297	0.0333563219943223	0.0002020283
chr10_+_115426681_115426708	putative_microexon_001292303	ATRNL1	ENSG00000107518	chr10	+	115426303	115426681	115426709	115461940	27	8.140336686542547	8.601251201114735	0.02938974363884578	0.029695341
chr8_-_22638688_22638702	putative_microexon_001027788	BIN3	ENSG00000147439	chr8	-	22638703	22644754	22630579	22638688	14	8.727628181829402	10.21810135506964	0.05262087897914411	0.0009711324
chr4_+_56921753_56921756	putative_microexon_001027851	REST	ENSG00000084093	chr4	+	56911537	56921753	56921757	56966655	3	3.382946719809219	5.938648067434862	0.052614942493436366	0.0007358224
chr2_-_9523383_9523388	putative_microexon_000149364	ADAM17	ENSG00000151694	chr2	-	9523389	9526110	9521317	9523383	5	4.789413573563775	8.266635873354394	0.33644253023078496	0.009997403
chr15_-_29415612_29415617	putative_microexon_000150094	FAM189A1	ENSG00000104059	chr15	-	29415618	29570504	29381832	29415612	5	2.3869418755619063	5.4646652333383345	0.33557471337503403	0.0012276898
chr3_+_126845252_126845255	putative_microexon_000150274	CHCHD6	ENSG00000159685	chr3	+	126733223	126845252	126845256	126852646	3	0.6468667188768017	7.441521981612196	0.3353850562132135	0.010798616
chr17_-_45482428_45482432	putative_microexon_000150397	PLEKHM1	ENSG00000225190	chr17	-	45482433	45490651	45475727	45482428	4	6.322798877459785	6.7445707142905915	0.3352298858500589	0.0038009358
chrX_+_70426552_70426559	putative_microexon_000151274	GDPD2	ENSG00000130055	chrX	+	70426470	70426552	70426560	70426647	7	4.985777887037047	6.524653263896188	0.3342514288192615	0.0050284113
chr9_-_136051731_136051740	putative_microexon_000040335	NACC2	ENSG00000148411	chr9	-	136051741	136095188	136050581	136051731	9	2.854750860744029	10.285365184962359	0.5790056488016294	0.00205
chr14_-_30929923_30929943	putative_microexon_000041112	STRN3	ENSG00000196792	chr14	-	30929944	30935162	30912183	30929923	20	5.770807783899618	8.993061385476599	0.5751063835892598	0.020576939
chr7_+_8026091_8026094	putative_microexon_000041492	GLCCI1	ENSG00000106415	chr7	+	8004060	8026091	8026095	8055435	3	3.7420914836616075	7.793784342339326	0.5732413790691858	0.00013688054
chr6_-_79052042_79052060	putative_microexon_000043389	PHIP	ENSG00000146247	chr6	-	79052061	79060477	79043004	79052042	18	9.077862415867584	10.450581318137896	0.5640591406388589	0.13862298
chr2_+_200903489_200903493	putative_microexon_000043886	NIF3L1	ENSG00000196290	chr2	+	200895364	200903489	200903494	200903684	4	3.3405670587407372	6.947264479015271	0.5618218411765082	0.0036467856
chr9_-_23771910_23771913	putative_microexon_000044304	ELAVL2	ENSG00000107105	chr9	-	23771914	23825805	23762247	23771910	3	1.8457448867629551	8.993061385476599	0.5601034486042764	0.00022641105
chr2_-_162508730_162508755	putative_microexon_000045218	KCNH7	ENSG00000184611	chr2	-	162508756	162517729	162504658	162508730	25	2.515222559568751	8.235270272955011	0.5561243538398518	0.0030489655
chr2_-_196775251_196775278	putative_microexon_000046376	GTF3C3	ENSG00000119041	chr2	-	196775279	196776009	196773154	196775251	27	0.3841301826385258	6.374190780691354	0.550989744768669	0.0009790112
chr15_-_72017435_72017438	putative_microexon_000976163	MYO9A	ENSG00000066933	chr15	-	72017439	72020917	72010448	72017435	3	0.4196536705152255	9.460921594003064	0.058494253275412855	0.005829591
chr4_+_98349248_98349252	putative_microexon_000156237	RAP1GDS1	ENSG00000138698	chr4	+	98293516	98349248	98349253	98416744	4	0.39883532311180236	7.441521981612196	0.328833333709031	0.0005767461
chr4_-_155370790_155370793	putative_microexon_001233498	MAP9	ENSG00000164114	chr4	-	155370794	155373135	155368810	155370790	3	0.5543937556207509	7.457458132763099	0.033729885044459514	0.0014707497
chr13_+_51726187_51726191	putative_microexon_001178626	WDFY2	ENSG00000139668	chr13	+	51719349	51726187	51726192	51727677	4	3.667482576552576	5.693981752736012	0.03819540241832213	0.0003932645
chr8_+_131905306_131905330	putative_microexon_000456247	EFR3A	ENSG00000132294	chr8	+	131904323	131905306	131905331	131940498	24	5.453074470785824	8.941207651876503	0.15950000009737172	0.0058296216
chr1_+_35992969_35992974	putative_microexon_000403813	AGO3	ENSG00000126070	chr1	+	35972233	35992969	35992975	36004340	5	3.2714278997330157	10.238510699199464	0.17741379434652305	0.00077206834
chr9_+_37165922_37165935	putative_microexon_000450626	ZCCHC7	ENSG00000147905	chr9	+	37126943	37165922	37165936	37302187	13	6.749291013361608	10.673586215047393	0.16128176749164227	0.0006849138
chr2_-_95875639_95875661	putative_microexon_000450764	ANKRD36C	ENSG00000174501	chr2	-	95875662	95876438	95860075	95875639	22	3.365412099024592	8.022881776791067	0.16123684249622258	0.0005766101
chrX_-_38277853_38277857	putative_microexon_000504531	RPGR	ENSG00000156313	chrX	-	38277858	38290958	38276773	38277853	4	1.6937958515943219	10.473739331567206	0.14501149378631306	0.0037941546
chr14_+_61051369_61051394	putative_microexon_000504621	SLC38A6	ENSG00000139974	chr14	+	61050637	61051369	61051395	61051786	25	8.766948615029337	8.651605904910204	0.14498445465002652	0.0105904555
chr2_-_207095409_207095412	putative_microexon_001800215	KLF7	ENSG00000118263	chr2	-	207095413	207124343	207088582	207095409	3	4.318557991350999	6.126642544873556	0.004522988570709552	0.0017085887
chr18_+_54860024_54860028	putative_microexon_001138027	RAB27B	ENSG00000041353	chr18	+	54718142	54860024	54860029	54877566	4	0.9889428957147961	8.779843135135424	0.04174712636366208	0.0023536752
chr2_+_208275709_208275735	putative_microexon_001138127	PIKFYVE	ENSG00000115020	chr2	+	208273734	208275709	208275736	208285725	26	9.38410842042563	10.125612542760937	0.04173711365804115	0.020766294
chr6_-_106594247_106594271	putative_microexon_001138161	RTN4IP1	ENSG00000130347	chr6	-	106594272	106619201	106583421	106594247	24	3.6772806466548773	9.458904555533318	0.04173437526151247	0.0002583535
chr8_+_50747835_50747861	putative_microexon_001085353	SNTG1	ENSG00000147481	chr8	+	50394266	50747835	50747862	50792670	26	1.645354430783878	6.524653263896188	0.04668556712207759	0.0009299195
chrX_+_111099329_111099332	putative_microexon_000053039	PAK3	ENSG00000077264	chrX	+	110944629	111099329	111099333	111123076	3	0.8244644766805819	5.069216365521568	0.5244252881511575	0.0012737941
chr2_+_172960813_172960827	putative_microexon_000053546	RAPGEF4	ENSG00000091428	chr2	+	172922301	172960813	172960828	172961121	14	1.0881101198648728	5.556995418098153	0.5225934070819006	0.06718772
chr18_+_58360999_58361002	putative_microexon_000048485	NEDD4L	ENSG00000049759	chr18	+	58044709	58360999	58361003	58390645	3	4.879728526798865	10.21810135506964	0.5422471263606486	0.0074449014
chr13_-_21392958_21392983	putative_microexon_000049479	ZDHHC20	ENSG00000180776	chr13	-	21392984	21400372	21391855	21392958	25	1.91619398990808	8.375679825370613	0.5381813481790279	0.29122883
chr17_+_12095462_12095466	putative_microexon_000050732	MAP2K4	ENSG00000065559	chr17	+	12021002	12095462	12095467	12095574	4	2.1202815817343934	5.730166211770165	0.5332241375133095	0.0010042062
chr16_-_70956764_70956790	putative_microexon_001087790	HYDIN	ENSG00000157423	chr16	-	70956791	70959646	70955549	70956764	26	6.648218934990275	7.233014019571879	0.04645360835717473	0.047195554
chr4_+_98266602_98266605	putative_microexon_001088372	RAP1GDS1	ENSG00000138698	chr4	+	98261570	98266602	98266606	98293407	3	2.2749137337315983	5.990206571037276	0.04639655180026552	0.0015358669
chr5_+_7416701_7416706	putative_microexon_001247957	ADCY2	ENSG00000078295	chr5	+	7414771	7416701	7416707	7520737	5	1.7214254149748653	8.829153191215111	0.032609195476558446	0.0013323075
chr1_+_39762651_39762655	putative_microexon_001849091	PPIE	ENSG00000084072	chr1	+	39753053	39762651	39762656	39763688	4	4.392967858416646	8.731178572586156	0.002385057497571554	0.0020689887
chr9_+_89330930_89330935	putative_microexon_001851216	SECISBP2	ENSG00000187742	chr9	+	89328887	89330930	89330936	89332907	5	0.10895681578894917	6.423575571227043	0.002264367856069243	0.0003080275
chr20_+_20120205_20120214	putative_microexon_000397932	CFAP61	ENSG00000089101	chr20	+	20098815	20120205	20120215	20142856	9	10.023725781727261	6.7493049962430405	0.17955367192152447	0.009309784
chr14_-_95092568_95092593	putative_microexon_000400039	DICER1	ENSG00000100697	chr14	-	95092594	95093887	95091110	95092568	25	7.010010302462858	10.47145373488726	0.17876683875684352	0.6496766
chr4_-_148234989_148234992	putative_microexon_000545761	NR3C2	ENSG00000151623	chr4	-	148234993	148259977	148194863	148234989	3	0.443896108247674	8.726968498338673	0.13395977055991132	0.00038406116
chr11_-_16169372_16169375	putative_microexon_000546073	SOX6	ENSG00000110693	chr11	-	16169376	16183885	16111924	16169372	3	1.55449338140346	9.428638747339246	0.13387931040795947	0.0063192104
chr2_-_70478469_70478472	putative_microexon_001763113	TGFA	ENSG00000163235	chr2	-	70478473	70514858	70465734	70478469	3	0.1416998131226906	7.538220762487686	0.0059195402661745234	0.0012004211
chr2_+_238018857_238018860	putative_microexon_001867168	UBE2F	ENSG00000184182	chr2	+	237967133	238018857	238018861	238057157	3	7.825934320660603	5.4646652333383345	0.11595402300510363	0.0007867834
chr4_-_6368260_6368267	putative_microexon_001229442	PPP2R2C	ENSG00000074211	chr4	-	6368268	6372522	6348011	6368260	7	6.13419661006673	7.527601011340835	0.03404000016461526	0.004222
chr2_+_216082615_216082619	putative_microexon_001205039	TMEM169	ENSG00000163449	chr2	+	216081974	216082615	216082620	216095837	4	6.41027873768324	7.746012844213016	0.03598275836610674	0.0002119492
chr9_+_79641762_79641765	putative_microexon_001206998	TLE4	ENSG00000106829	chr9	+	79612719	79641762	79641766	79652592	3	0.09082681654261968	7.793784342339326	0.035827586117559165	0.0011317164
chr12_-_24483674_24483679	putative_microexon_001811808	SOX5	ENSG00000134532	chr12	-	24483680	24562332	24368640	24483674	5	0.7341807890760504	8.229676984654796	0.004074712690693894	9.422673e-05
chr6_-_161153996_161154000	putative_microexon_001811821	AGPAT4	ENSG00000026652	chr6	-	161154001	161154148	161153500	161153996	4	3.732405140803981	6.308680044330849	0.004074712653226894	0.0003121786
chr15_+_49633907_49633911	putative_microexon_001172255	DTWD1	ENSG00000104047	chr15	+	49632303	49633907	49633912	49634535	4	0.17046950471505032	6.118213209804371	0.03874137931926197	0.0028946397
chr4_+_40116620_40116629	putative_microexon_000063160	N4BP2	ENSG00000078177	chr4	+	40113509	40116620	40116630	40117868	9	6.515923444591392	6.1273855050954875	0.4903050848463087	0.03094593
chr10_+_73125509_73125533	putative_microexon_000063308	NUDT13	ENSG00000166321	chr10	+	73125244	73125509	73125534	73130702	24	4.823662452256503	5.489562243519604	0.48989583476153103	0.0006658422
chr17_-_37345061_37345066	putative_microexon_000063727	ACACA	ENSG00000278540	chr17	-	37345067	37406261	37330336	37345061	5	0.43110969823431794	6.997010625298505	0.48861494232183217	0.00015234576
chr3_+_141234868_141234885	putative_microexon_000064036	PXYLP1	ENSG00000155893	chr3	+	141228804	141234868	141234886	141260122	17	7.285284251060387	5.059468617950069	0.4876162162245679	0.0018168092
chr6_-_55499299_55499317	putative_microexon_000064694	HMGCLL1	ENSG00000146151	chr6	-	55499318	55541728	55439560	55499299	18	3.2020200383836186	7.760657838893201	0.4855967743556336	0.0008754623
chr7_+_24603113_24603116	putative_microexon_000064766	MPP6	ENSG00000105926	chr7	+	24573594	24603113	24603117	24641715	3	4.315787308478414	5.010155009415497	0.4854195384046427	0.00010011106
chr3_+_141604142_141604145	putative_microexon_000066638	RASA2	ENSG00000155903	chr3	+	141586753	141604142	141604146	141607677	3	5.126345868983005	8.734326844723375	0.4800057468036639	0.00018502504
chr14_-_89295409_89295414	putative_microexon_001050174	FOXN3	ENSG00000053254	chr14	-	89295415	89350671	89281015	89295409	5	1.9902376436509406	8.68006700219329	0.050235631951965905	0.00059399544
chr21_-_45534784_45534788	putative_microexon_001071608	SLC19A1	ENSG00000173638	chr21	-	45534789	45537770	45532149	45534784	4	3.922903274577738	8.00287353923789	0.04804597708434081	0.005113312
chr11_+_74834555_74834578	putative_microexon_000068605	RNF169	ENSG00000166439	chr11	+	74817715	74834555	74834579	74834675	23	8.928582545102673	10.0978441336212	0.47453403194052174	0.062737025
chr10_-_7595376_7595382	putative_microexon_001175641	ITIH5	ENSG00000123243	chr10	-	7595383	7615981	7586070	7595376	6	6.020272349080939	9.787718441202394	0.03845402303796754	0.00037102995
chr1_-_51826255_51826275	putative_microexon_001203477	NRDC	ENSG00000078618	chr1	-	51826276	51827795	51825383	51826255	20	7.262291610236657	10.65466266155747	0.03611170203719744	0.060708813
chr11_-_9242962_9242974	putative_microexon_001203896	DENND5A	ENSG00000184014	chr11	-	9242975	9264960	9206783	9242962	12	1.2632836735220951	10.673586215047393	0.03607777800773167	0.00013873531
chr20_+_16047673_16047676	putative_microexon_001807405	MACROD2	ENSG00000172264	chr20	+	16041279	16047673	16047677	16049832	3	3.4023592984836193	7.878956672243344	0.0042471264685696826	0.00021245462
chr8_-_13235348_13235351	putative_microexon_001807406	DLC1	ENSG00000164741	chr8	-	13235352	13305268	13115658	13235348	3	3.793789790747381	7.8739542924820185	0.004247126467900629	0.0002652548
chr7_-_159031493_159031496	putative_microexon_001860676	VIPR2	ENSG00000106018	chr7	-	159031497	159031827	159030790	159031493	3	5.9431674370424625	7.1539868147337735	0.0015977011804854304	0.04690061
chr1_+_3291826_3291829	putative_microexon_001864090	PRDM16	ENSG00000142611	chr1	+	3244138	3291826	3291830	3385151	3	1.507709989075221	5.560187854702757	0.001229885073737295	0.00043009967
chr1_+_92141681_92141692	putative_microexon_000542995	BTBD8	ENSG00000189195	chr1	+	92139431	92141681	92141693	92147179	11	5.5254373633035625	10.998354285522845	0.13467597713766818	0.036472972
chr2_+_206587716_206587734	putative_microexon_000543790	ADAM23	ENSG00000114948	chr2	+	206587376	206587716	206587735	206588090	18	5.207742821885306	10.673586215047393	0.13446774307240342	0.08922329
chr5_+_79662854_79662858	putative_microexon_000545569	TENT2	ENSG00000164329	chr5	+	79657002	79662854	79662859	79668891	4	3.7690262442941735	8.347518499340195	0.13401149399779289	0.0026077752
chr15_+_48178863_48178866	putative_microexon_001922828	SLC12A1	ENSG00000074803	chr15	+	48178401	48178863	48178867	48220633	3	5.160167420540019	5.504811787410002	0.15116091862176384	0.0009812803
chr17_+_47298373_47298381	putative_microexon_001923053	ITGB3	ENSG00000259207	chr17	+	47292569	47298373	47298382	47299307	8	3.8327706609072445	7.81338547511576	0.052744318465887445	0.013242715
chr2_-_190220466_190220483	putative_microexon_001327351	HIBCH	ENSG00000198130	chr2	-	190220484	190244886	190213076	190220466	17	8.420672840230322	6.999061388843799	0.02699459442189215	0.18028001
chr8_+_15739931_15739934	putative_microexon_001219905	TUSC3	ENSG00000104723	chr8	+	15673837	15739931	15739935	15743537	3	8.848864925337475	5.461472996675407	0.034787356719674395	0.0006063834
chr2_+_197538990_197538993	putative_microexon_001870830	MOB4	ENSG00000115540	chr2	+	197500440	197538990	197538994	197540110	3	4.204014483840113	8.065236294774634	0.05571839055207012	0.09662383
chr2_+_199962084_199962107	putative_microexon_000060246	MAIP1	ENSG00000162972	chr2	+	199959881	199962084	199962108	200005742	23	1.555976476486306	8.266635873354394	0.4996439793478717	0.00079371553
chr7_+_44801259_44801286	putative_microexon_000060478	PPIA	ENSG00000196262	chr7	+	44796794	44801259	44801287	44821993	27	5.155080003260276	5.635085192208348	0.49890769364801835	0.011359577
chr3_-_129892464_129892467	putative_microexon_000061163	TMCC1	ENSG00000172765	chr3	-	129892468	129893493	129832827	129892464	3	7.560694404650558	6.037121249381966	0.49651149500378183	0.00024667484
chr1_+_40769442_40769445	putative_microexon_000061570	NFYC	ENSG00000066136	chr1	+	40766686	40769442	40769446	40771383	3	1.0360382020355434	7.132256709256433	0.49533333346360076	0.0005728009
chr2_-_9555042_9555045	putative_microexon_001061708	ADAM17	ENSG00000151694	chr2	-	9555046	9555508	9527955	9555042	3	4.107154303075752	7.8193366595988385	0.049063218090463774	0.0004648283
chr9_+_112830092_112830096	putative_microexon_001036874	SNX30	ENSG00000148158	chr9	+	112817816	112830092	112830097	112830724	4	0.06313411978318594	6.296680626787054	0.051626436689322625	0.00016401443
chr6_-_154355066_154355086	putative_microexon_000111095	IPCEF1	ENSG00000074706	chr6	-	154355087	154356671	154289757	154355066	20	0.10687457393028381	7.332814208048481	0.3877499999745967	0.0002716043
chr2_+_56211170_56211174	putative_microexon_001016653	CCDC85A	ENSG00000055813	chr2	+	56193441	56211170	56211175	56342878	4	1.0928510254096961	5.828538863809015	0.05385057453197245	0.0006989144
chr22_-_36308807_36308813	putative_microexon_000057780	MYH9	ENSG00000100345	chr22	-	36308814	36309281	36306608	36308807	6	9.24405212781112	6.6000487114052895	0.5078045963804805	0.4170498
chr8_+_86542059_86542074	putative_microexon_000058228	CPNE3	ENSG00000085719	chr8	+	86540335	86542059	86542075	86544739	15	3.467678428615786	8.651605904910204	0.5063114750543812	0.09354916
chr17_-_82268197_82268200	putative_microexon_001222909	CSNK1D	ENSG00000141551	chr17	-	82268201	82273305	82255578	82268197	3	3.3017114488713064	7.664770015330252	0.034551723938483485	0.0007602224
chr6_-_169663119_169663134	putative_microexon_001874732	WDR27	ENSG00000184465	chr6	-	169663135	169672254	169602322	169663119	15	3.3785099387760487	7.37531308012726	0.0014426229919861657	0.001514343
chr6_-_169482709_169482712	putative_microexon_001875097	WDR27	ENSG00000184465	chr6	-	169482713	169582835	169433403	169482709	3	1.0700746484839154	10.125612542760937	0.16982758671965922	0.0026950035
chrX_-_110737265_110737268	putative_microexon_001200085	CHRDL1	ENSG00000101938	chrX	-	110737269	110759660	110700722	110737265	3	5.664899361493164	6.82455301473033	0.03639655187659115	0.00074297324
chr19_+_57833594_57833597	putative_microexon_001915485	ZNF587	ENSG00000198466	chr19	+	57819946	57833594	57833598	57858575	3	5.864072903993398	6.915201667172068	0.07858045989561868	0.0024963003
chr2_-_53777650_53777654	putative_microexon_001918539	ASB3	ENSG00000115239	chr2	-	53777655	53859827	53750942	53777650	4	5.479363126065054	8.734326844723375	0.1509942529567828	0.00021670516
chr2_-_53765360_53765376	putative_microexon_001918586	ASB3	ENSG00000115239	chr2	-	53765377	53859827	53750942	53765360	16	3.4199996416402647	9.260300721583667	0.53325000119145	0.00013230325
chr2_-_53761173_53761177	putative_microexon_001918597	ASB3	ENSG00000115239	chr2	-	53761178	53859827	53750942	53761173	4	2.954332139456148	5.417302706838717	0.10664942533636851	0.0002721489
chr9_-_93336072_93336078	putative_microexon_000445864	C9orf129	ENSG00000204352	chr9	-	93336079	93346073	93335977	93336072	6	0.616696905499561	6.646370265199091	0.16281034500303346	0.0014219973
chr5_+_69577803_69577813	putative_microexon_000420586	GTF2H2C	ENSG00000183474	chr5	+	69567054	69577803	69577814	69592190	10	2.4112723562186096	9.549187423312313	0.17134269691933093	0.008753916
chr1_-_169289164_169289169	putative_microexon_000423365	NME7	ENSG00000143156	chr1	-	169289170	169298555	169287409	169289164	5	3.8056411428713366	9.1577319256299	0.17037931099887296	0.00018339019
chr4_-_146784792_146784795	putative_microexon_000628875	TTC29	ENSG00000137473	chr4	-	146784796	146803456	146707549	146784792	3	2.772764437644262	5.727980971819767	0.11429885061572831	0.0006936841
chr9_-_149795_149799	putative_microexon_000684525	CBWD1	ENSG00000172785	chr9	-	149800	152033	135031	149795	4	9.519483995395733	8.623184449984832	0.10290229879788006	0.00023736693
chr15_+_40703886_40703890	putative_microexon_000581113	RAD51	ENSG00000051180	chr15	+	40701202	40703886	40703891	40728710	4	0.2518348960242553	6.061321574261413	0.12516092007709453	0.0017917884
chr16_+_13167835_13167841	putative_microexon_001527296	SHISA9	ENSG00000237515	chr16	+	12916816	13167835	13167842	13203393	6	3.101028120528169	7.514162952634297	0.015683908084402096	0.00044297622
chr18_+_68972460_68972480	putative_microexon_001530492	CCDC102B	ENSG00000150636	chr18	+	68897429	68972460	68972481	69010933	20	2.0034042878214446	6.249628809178463	0.015531914960716832	0.00045422412
chr15_-_89809577_89809580	putative_microexon_001588477	ANPEP	ENSG00000166825	chr15	-	89809581	89815272	89806807	89809577	3	0.697380231572532	5.869689186836994	0.012862068914069697	0.0002242273
chr8_-_13227690_13227693	putative_microexon_001609755	DLC1	ENSG00000164741	chr8	-	13227694	13305268	13115658	13227690	3	0.6976256630590961	7.264037723209894	0.01193678175198214	0.00017980396
chr6_+_167871506_167871509	putative_microexon_001611818	AFDN	ENSG00000130396	chr6	+	167870499	167871506	167871510	167872216	3	0.33872882336631516	6.436990633260832	0.011850574750308719	0.0088732755
chr7_-_36363171_36363174	putative_microexon_000388048	KIAA0895	ENSG00000164542	chr7	-	36363175	36383858	36335179	36363171	3	2.3507662081891554	8.159525528108139	0.18335057509294977	0.00032189992
chr14_+_32600502_32600508	putative_microexon_000794972	AKAP6	ENSG00000151320	chr14	+	32599507	32600502	32600509	32600628	6	1.8765236357340596	5.461472996675407	0.08340804566008349	0.0017984204
chr1_+_63412131_63412134	putative_microexon_000286762	ALG6	ENSG00000088035	chr1	+	63412062	63412131	63412135	63414070	3	1.7947366282457309	6.82455301473033	0.22965517365534244	0.0045612203
chr9_-_152181_152191	putative_microexon_000260378	CBWD1	ENSG00000172785	chr9	-	152192	156480	152079	152181	10	8.44129968873513	6.571366794511985	0.24489887564356722	0.017857851
chr17_+_30505095_30505111	putative_microexon_000260703	GOSR1	ENSG00000108587	chr17	+	30492754	30505095	30505112	30519938	16	7.442388194253505	9.787718441202394	0.2447010865536235	0.016339308
chr5_+_61114996_61115000	putative_microexon_000798931	NDUFAF2	ENSG00000164182	chr5	+	60945383	61114996	61115001	61152703	4	9.183586747185858	10.032609089655015	0.08279885109928811	0.0025068638
chr2_+_233291521_233291526	putative_microexon_000800333	ATG16L1	ENSG00000085978	chr2	+	233290354	233291521	233291527	233292127	5	1.6841753958978214	7.162404192957773	0.0825862062575788	8.826074e-05
chr10_+_10912070_10912073	putative_microexon_001726364	CELF2	ENSG00000048740	chr10	+	10798818	10912070	10912074	10919963	3	4.688193405676052	8.63153849444745	0.007287356367564878	0.00042474165
chr10_-_73696924_73696948	putative_microexon_001726776	AGAP5	ENSG00000172650	chr10	-	73696949	73697532	73694805	73696924	24	9.210695805195252	10.858313101356437	0.007270833393704379	0.35074875
chr6_+_131136822_131136842	putative_microexon_001613317	AKAP7	ENSG00000118507	chr6	+	131135783	131136822	131136843	131145287	20	6.263054127410988	5.039975467051892	0.0117872340822632	0.033413287
chr6_+_70417758_70417762	putative_microexon_001590005	FAM135A	ENSG00000082269	chr6	+	70413703	70417758	70417763	70428303	4	2.290856526524817	7.094288180267506	0.012793103550111169	0.00057623076
chr6_+_157488718_157488722	putative_microexon_001591430	ZDHHC14	ENSG00000175048	chr6	+	157382267	157488718	157488723	157542584	4	8.050648743267553	5.938648067434862	0.012729885098096198	0.000535166
chr18_-_26467982_26468007	putative_microexon_001593236	KCTD1	ENSG00000134504	chr18	-	26468008	26501071	26459926	26467982	25	12.529572325205708	10.47145373488726	0.012647668455867338	0.00062420696
chr4_+_54702602_54702605	putative_microexon_001428614	KIT	ENSG00000157404	chr4	+	54699767	54702602	54702606	54703723	3	4.261771592139552	5.883179088664938	0.02083333339488626	0.0006823306
chrX_-_119940813_119940817	putative_microexon_001523666	NKAP	ENSG00000101882	chrX	-	119940818	119943219	119938811	119940813	4	5.707418525308705	6.989874154149882	0.015862069107410122	0.003364434
chr8_-_30635867_30635871	putative_microexon_000586129	GTF2E2	ENSG00000197265	chr8	-	30635872	30653432	30635124	30635867	4	0.5221170693872659	8.722870180645891	0.12397126374557486	0.0154592125
chr7_-_50782415_50782423	putative_microexon_000695116	GRB10	ENSG00000106070	chr7	-	50782424	50793223	50674659	50782415	8	8.828534750292512	8.066228573809568	0.10089204540682575	0.0012702667
chr20_+_37812236_37812239	putative_microexon_000696395	CTNNBL1	ENSG00000132792	chr20	+	37803049	37812236	37812240	37840101	3	0.03409065909609487	6.374190780691354	0.10064367898646207	0.00058605167
chr3_+_3045407_3045411	putative_microexon_000640835	CNTN4	ENSG00000144619	chr3	+	3043705	3045407	3045412	3053806	4	1.5091155693598308	8.63153849444745	0.11171264339361511	0.00034988712
chr9_+_36057013_36057025	putative_microexon_000035518	RECK	ENSG00000122707	chr9	+	36052324	36057013	36057026	36058826	12	4.344153166384804	6.425616466753652	0.6058111124161062	0.011423566
chr9_-_96611058_96611085	putative_microexon_000035789	CDC14B	ENSG00000081377	chr9	-	96611086	96619218	96565484	96611058	27	10.540155280328586	6.8048588184335	0.6039692306700043	0.5021598
chr5_-_9108520_9108538	putative_microexon_000038412	SEMA5A	ENSG00000112902	chr5	-	9108539	9118997	9108288	9108520	18	5.760869199889058	7.353347640591062	0.5891881736867901	0.113913335
chr10_+_12828315_12828319	putative_microexon_001624118	CAMK1D	ENSG00000183049	chr10	+	12825691	12828315	12828320	12828768	4	5.173179222363747	6.022857313830849	0.011327586247152167	0.00019494005
chr3_-_56441591_56441595	putative_microexon_001474937	ERC2	ENSG00000187672	chr3	-	56441596	56468247	56435148	56441591	4	0.9313945723562944	6.423575571227043	0.018321839090297533	0.00012412554
